,CountyNo,"NativeAmerican (AmericanIndianAlaskaNative, NativeHawaianPacific)","Asian (EastAsian,SouthAsian)",Black, White, Mixed,OtherUnknown,STATE,HHI
425,77,591,3365,25867,101755,9931,4649,GA,0.5221893141241103
426,79,62,31,2268,9008,609,152,GA,0.5891566153697678
427,81,39,180,8879,10007,646,377,GA,0.4432335951342252
428,83,88,131,142,14895,866,129,GA,0.8431537520848416
429,85,105,236,209,23852,1725,671,GA,0.7971424906527456
430,87,125,186,12241,14558,1059,1198,GA,0.42251346198861883
431,89,4662,50384,388963,225752,49893,44728,GA,0.3582296580980205
432,91,40,95,5870,13020,620,280,GA,0.5149819350796352
433,93,32,51,5561,4691,310,563,GA,0.42467129882244814
434,95,197,668,59988,20976,2560,1401,GA,0.5499450944066122
435,97,807,2347,69870,52285,10545,8383,GA,0.37507462076190695
436,99,39,47,5562,4864,282,60,GA,0.4641499998183505
437,101,66,11,157,2534,384,545,GA,0.5044526887959877
438,103,289,681,8845,49132,4491,1331,GA,0.5994425195287965
439,105,68,182,5280,12824,774,509,GA,0.5010979864569435
440,107,62,143,7264,14026,702,571,GA,0.48292107942426615
441,109,41,82,3114,6240,606,691,GA,0.4263276354818676
442,111,100,113,85,23549,1140,332,GA,0.8673172009272431
443,113,468,6419,29559,69788,9025,3935,GA,0.4140473049045674
444,115,722,1289,14087,69485,7211,5790,GA,0.5262287071848023
445,117,1109,45203,10721,163687,20293,10270,GA,0.46672038810771144
446,119,49,261,1904,19449,1112,649,GA,0.6991587883218184
447,121,3707,80949,453834,418700,70908,38612,GA,0.34657757507093556
448,123,265,143,146,26962,1787,2050,GA,0.747150942498119
449,125,4,7,196,2590,83,4,GA,0.8119653413255208
450,127,493,1189,20676,54229,4826,3086,GA,0.4765704840776217
451,129,379,722,2147,45135,4584,4577,GA,0.6294800321705482
452,131,262,120,7336,15065,1349,2104,GA,0.4170989830401943
453,133,41,174,5810,11296,889,705,GA,0.4546824326227026
454,135,8522,127152,262709,339822,102581,116276,GA,0.2453997478289631
455,137,272,999,1749,36249,3718,3044,GA,0.6329889198007451
456,139,1846,4254,14660,130744,22289,29343,GA,0.45289158435282656
457,141,26,37,6028,2421,200,23,GA,0.5536104120269633
458,143,75,187,1253,27011,1170,223,GA,0.818439554950153
459,145,143,397,5237,26353,2061,477,GA,0.6045245746931824
460,147,65,335,4334,19447,1180,467,GA,0.5976688952103034
461,149,39,53,942,9672,602,104,GA,0.7280179090912104
462,151,964,8064,118124,89241,15602,8717,GA,0.3849107485482921
463,153,727,4975,52610,88519,11864,4938,GA,0.4031199668465163
464,155,25,119,2229,6487,308,498,GA,0.5074009898754123
465,157,289,1780,5232,60464,5014,3128,GA,0.6458743272720326
466,159,51,24,2464,10913,769,367,GA,0.5915804870288269
467,161,89,54,2307,10354,721,1254,GA,0.5248208372280486
468,163,44,70,7976,6941,410,268,GA,0.4540243942156628
469,165,40,12,3545,4679,212,186,GA,0.4590927894201085
470,167,38,28,3032,5822,222,47,GA,0.5109378662647706
471,169,56,141,6767,20206,984,193,GA,0.5663641125366846
472,171,25,103,4914,12475,774,209,GA,0.5271789978086194
473,173,60,81,2173,6794,577,192,GA,0.5254497587717812
474,175,116,513,18332,28160,1666,783,GA,0.46097999951082236
475,177,91,854,7375,22985,1488,370,GA,0.5326402165586305
476,179,798,1380,28095,25953,6359,2671,GA,0.35530220533047885
477,181,21,20,2124,5239,264,22,GA,0.541623779721693
478,183,228,181,4125,9197,1534,903,GA,0.4011172520303268
479,185,594,1952,44434,61186,6861,3224,GA,0.4133314741096982
480,187,208,257,429,29750,2153,691,GA,0.7940361191344022
481,189,70,77,8682,11580,873,350,GA,0.44956071869064235
482,191,38,43,3192,7145,487,70,GA,0.5104602072425941
483,193,40,156,7164,4153,247,322,GA,0.47104685054927736
484,195,89,529,2769,23977,1739,1017,GA,0.6469364485396175
485,197,40,55,2150,4551,355,347,GA,0.45508997117823047
486,199,70,78,7286,12233,733,213,GA,0.47853083469983915
487,201,13,31,1751,3986,164,55,GA,0.5273680000000001
488,205,45,108,10114,10273,596,619,GA,0.44071074201789945
489,207,47,244,6113,20122,1124,307,GA,0.5676644251584944
490,209,27,39,2133,5789,298,324,GA,0.5160819671910009
491,211,49,126,4122,14609,813,378,GA,0.5725227991804063
492,213,601,134,282,33343,2809,2804,GA,0.7059322037096478
493,215,1382,5661,96163,82467,14635,6614,GA,0.38162699015023277
494,217,455,1053,52794,48030,6453,3698,GA,0.40709345958185805
495,219,76,2082,1921,34450,2386,884,GA,0.6875787950709057
496,221,59,134,2260,11072,892,408,GA,0.5854945084445
497,223,740,1956,37353,111196,12326,5090,GA,0.49011276613986343
498,225,117,199,12219,12499,1451,1496,GA,0.395850396581594
499,227,147,194,301,30400,1697,477,GA,0.8405827530247512
500,229,79,83,1603,16654,738,559,GA,0.7223582685042597
501,231,34,79,1447,16439,753,137,GA,0.7649440838493614
502,233,351,240,5212,31249,2446,3355,GA,0.5560313793486475
503,235,16,93,3170,6098,277,201,GA,0.4876445548221922
504,237,84,108,5419,14669,1145,622,GA,0.5066382313506483
505,239,13,12,919,1190,92,9,GA,0.4543376924963341
506,241,71,63,114,15033,1087,515,GA,0.7980049438651172
507,243,15,21,3877,2253,166,93,GA,0.48797732592469234
508,245,1106,3975,114201,70997,11606,4722,GA,0.4276875154432678
509,247,395,1542,54409,25661,6205,5358,GA,0.4212935323655839
510,249,6,20,877,3425,168,51,GA,0.6060889154735993
511,251,59,61,5308,8087,446,106,GA,0.4739819851567073
512,253,9,64,2995,5658,294,127,GA,0.4911067913988076
513,255,269,648,23301,37855,3540,1693,GA,0.43968759617259606
514,257,105,229,2976,21589,1585,300,GA,0.6657635001423843
515,259,19,169,2466,1352,135,1173,GA,0.3304745037607394
516,261,92,504,15120,11783,909,1208,GA,0.42184285570592617
517,263,6,17,3079,2461,161,9,GA,0.4735130116755295
518,265,4,6,833,606,82,28,GA,0.4397010303721773
519,267,89,127,6018,14276,1044,1288,GA,0.4653381684427312
520,269,32,39,2826,4640,219,60,GA,0.4840407873935731
521,271,35,32,4630,7269,302,209,GA,0.4779967376889402
522,273,15,67,5565,3237,243,58,GA,0.4920867938987171
523,275,198,424,16343,26375,1734,724,GA,0.46078860082212214
524,277,138,651,12131,23237,2418,2769,GA,0.4101476969228654
525,279,107,209,7023,16560,1370,1761,GA,0.4497397761274006
526,281,33,81,128,11594,470,187,GA,0.8630510761524733
527,283,22,7,2024,4106,182,65,GA,0.5115816921168094
528,285,240,1610,24287,38639,2940,1710,GA,0.43507497307644777
529,287,7,51,3666,4812,295,175,GA,0.452670312470641
530,289,22,37,3124,4522,278,39,GA,0.4706658720431055
531,291,93,106,129,22836,1195,273,GA,0.8620264374080785
532,293,94,151,7899,18141,1052,363,GA,0.5118797221389566
533,295,242,299,2871,60122,3394,726,GA,0.7941973342631965
534,297,344,1414,17325,69649,5425,2516,GA,0.5552323197431339
535,299,119,333,10768,22626,1544,861,GA,0.4802672529989177
536,301,21,15,3053,1994,118,14,GA,0.48946612995002065
537,303,43,76,10724,8482,501,162,GA,0.46864563104482665
538,305,103,174,5978,21859,1277,753,GA,0.5676386879778198
539,307,9,12,1063,1145,99,20,GA,0.4446533205250618
540,309,28,18,2882,4226,168,149,GA,0.4696969987427046
541,311,144,161,476,25261,1614,347,GA,0.8175757639202544
542,313,2074,1427,3765,65152,12202,18244,GA,0.44863692979890585
543,315,6,49,3099,5254,224,134,GA,0.4851320793335419
544,317,36,62,3846,5050,393,178,GA,0.44251647120193655
545,319,37,30,3175,5167,357,111,GA,0.46852822375171804
546,321,69,88,5273,14529,652,173,GA,0.5541156284872415
547,1,29123,39607,1251,67365,59245,4038,HI,0.2604280137187149
548,3,104377,436853,20723,188462,248686,17407,HI,0.290170843936652
549,5,15,12,2,27,22,4,HI,0.23825104104699585
550,7,7514,21102,376,23204,20008,1094,HI,0.268369011224986
551,9,20786,44328,1065,54203,40168,4204,HI,0.2566792411974085
552,1,4592,13929,8058,410263,41857,16268,ID,0.6963990242168865
553,3,38,11,3,4060,220,47,ID,0.8623327376644149
554,5,3372,1197,748,72902,6007,2792,ID,0.7094360457718806
555,7,34,13,10,6036,235,44,ID,0.8987620529868394
556,9,843,35,8,7853,680,111,ID,0.6920903448435326
557,11,3379,200,126,36630,3485,4172,ID,0.6003655678527408
558,13,160,212,50,18677,2221,2952,ID,0.6153998741303244
559,15,73,37,26,6844,485,145,ID,0.8133699175129205
560,17,388,255,118,42939,2878,532,ID,0.8347270007314297
561,19,1415,1423,626,103736,8874,7890,ID,0.7097367528557925
562,21,178,75,27,10715,762,299,ID,0.7947821414245135
563,23,21,3,2,2372,143,33,ID,0.8525238035727545
564,25,1,9,2,948,99,18,ID,0.7835953752341739
565,27,3369,2119,1629,169392,28228,26368,ID,0.5655215485055926
566,29,65,13,1,6504,290,154,ID,0.8589574470416198
567,31,286,134,68,17797,2107,4263,ID,0.5584265508511476
568,33,2,1,10,498,104,175,ID,0.4639480852427496
569,35,151,48,40,7964,413,118,ID,0.8342186011213333
570,37,37,17,5,3942,216,58,ID,0.8531071851167882
571,39,467,800,757,21488,3015,2139,ID,0.5802700192760344
572,41,110,30,26,12908,667,453,ID,0.8302999961741134
573,43,119,46,21,11563,659,980,ID,0.7538242890435441
574,45,182,99,30,16623,1432,757,ID,0.7629202097500689
575,47,172,44,29,11227,1830,2296,ID,0.5536363851737727
576,49,446,61,58,14819,904,253,ID,0.8066016494798202
577,51,238,124,86,27092,1619,1732,ID,0.7751363444546473
578,53,462,97,48,16412,3295,3923,ID,0.503591513388842
579,55,2141,1420,522,152438,12523,2318,ID,0.7970872480026997
580,57,375,981,332,34294,2880,655,ID,0.7594903739369233
581,59,62,37,19,7386,376,94,ID,0.8604082845369849
582,61,185,10,6,3085,205,42,ID,0.7687314999917081
583,63,81,10,6,3594,629,807,ID,0.5314750985205923
584,65,475,959,736,45273,2937,2533,ID,0.7380470889911928
585,67,302,63,39,14591,2500,4118,ID,0.5056538030879054
586,69,2478,334,193,36104,2570,411,ID,0.7431619061101857
587,71,21,16,3,4313,163,48,ID,0.894453294886399
588,73,431,45,30,8686,1272,1449,ID,0.5591397124381062
589,75,365,226,66,20431,2628,1670,ID,0.6630620959179833
590,77,233,18,20,5183,709,1715,ID,0.4892200626706294
591,79,170,57,21,11982,793,146,ID,0.8317895789810187
592,81,77,54,25,9413,869,1192,ID,0.6712416446037134
593,83,1151,1431,1057,72215,7836,6356,ID,0.6562792946608914
594,85,81,61,17,10597,682,308,ID,0.8180632166834353
595,87,119,82,22,8571,908,798,ID,0.6797703219954647
596,1,143,513,2501,58837,3217,526,IL,0.8050619370702954
597,3,24,6,1617,3311,262,20,IL,0.4970232649612493
598,5,63,105,1077,14446,674,360,IL,0.7523290545869724
599,7,522,659,1245,38766,6080,6176,IL,0.553147047414516
600,9,11,12,1054,4779,178,210,IL,0.616243252715432
601,11,168,300,275,29358,2052,1091,IL,0.7849399385178414
602,13,10,7,7,4227,166,20,IL,0.9090115903570529
603,15,68,40,694,14117,605,178,IL,0.8118960918408374
604,17,170,117,725,9528,908,1594,IL,0.5568475632063735
605,19,867,24487,28675,129083,14997,7756,IL,0.4334576286771075
606,21,65,179,390,31437,1175,786,IL,0.8551989337339849
607,23,28,60,54,14784,430,99,IL,0.9158979393635168
608,25,43,79,38,12524,507,97,IL,0.8898778272375324
609,27,111,180,1151,33085,1582,790,IL,0.807259895251217
610,29,140,623,2083,40838,2266,913,IL,0.7642757744369345
611,31,58758,413271,1205824,2345983,546552,705153,IL,0.284853516150156
612,33,46,85,621,17032,629,266,IL,0.8338956701975538
613,35,27,23,28,9984,358,30,IL,0.9140025365719648
614,37,582,2299,8954,74258,8718,5609,IL,0.5659870458037604
615,39,46,40,110,14526,575,219,IL,0.8780991302311261
616,41,67,105,67,17855,869,777,IL,0.821674468187758
617,43,5469,119672,45516,616830,82658,62732,IL,0.46844636896685354
618,45,34,55,83,16070,520,104,IL,0.9088638411809274
619,47,17,21,22,6019,146,20,IL,0.9295196862053293
620,49,65,248,155,32597,1276,327,IL,0.8856108145000522
621,51,83,67,797,19778,578,185,IL,0.8493722742756491
622,53,32,62,76,12458,685,221,IL,0.8502003142930898
623,55,115,119,181,35451,1738,200,IL,0.8815735771990411
624,57,69,69,1125,30803,1068,475,IL,0.842329839572978
625,59,5,24,26,4700,169,22,IL,0.9042389713474879
626,61,16,22,23,11492,396,36,IL,0.9205321489854253
627,63,211,482,865,45106,4091,1778,IL,0.7448135259974564
628,65,16,13,41,7601,297,25,IL,0.9057428095824307
629,67,55,61,73,16683,630,118,IL,0.8978336582229718
630,69,4,18,13,3414,183,17,IL,0.8779201305335158
631,71,17,17,30,6092,204,27,IL,0.9108324116852259
632,73,125,197,1078,43920,2683,1281,IL,0.7983088083509908
633,75,68,103,231,24203,1684,788,IL,0.8037910482090834
634,77,239,2056,7598,38171,3472,1438,IL,0.5463392921907854
635,79,26,17,23,8968,215,38,IL,0.9330516963167153
636,81,99,365,2842,31440,2024,343,IL,0.7266779075143637
637,83,26,77,157,20209,960,83,IL,0.884601065370936
638,85,73,99,114,20574,846,329,IL,0.8735438664348224
639,87,32,20,1431,10978,431,416,IL,0.6940852520600682
640,89,7214,21634,27538,309835,66741,83560,IL,0.4074768443345095
641,91,455,1090,15573,76327,7778,6279,IL,0.5338598547216468
642,93,766,4700,10027,90245,15389,10742,IL,0.4956797220010316
643,95,135,363,4457,40664,3207,1141,IL,0.6749556350275617
644,97,7552,59390,49035,435395,76390,86580,IL,0.40935786494444176
645,99,464,860,2633,93847,7855,3999,IL,0.7395368823001955
646,101,26,58,1406,12885,544,361,IL,0.7213958892985389
647,103,98,248,1867,29109,1888,935,IL,0.7336335600795972
648,105,78,171,1113,32068,1634,751,IL,0.8052180718585233
649,107,51,181,1520,24669,1129,437,IL,0.7818111727138363
650,109,64,567,1531,23330,1315,431,IL,0.7398126931649551
651,111,1595,8803,4284,247894,28213,19440,IL,0.6517288767093734
652,113,545,8142,14996,132148,10809,4314,IL,0.6121417566028151
653,115,273,1515,19047,75809,6116,1238,IL,0.5687256963401235
654,117,120,179,369,42082,2082,135,IL,0.8780430155888664
655,119,881,2754,24892,216458,16863,4011,IL,0.6760300740963906
656,121,120,349,1514,33440,2063,243,IL,0.7903019623617625
657,123,32,43,88,10965,505,109,IL,0.8740462671562828
658,125,25,28,51,12423,516,43,IL,0.9028263139560723
659,127,43,44,887,12179,843,173,IL,0.7464572336994018
660,129,22,50,84,11555,548,38,IL,0.8850229342808085
661,131,32,37,77,14763,706,84,IL,0.8863962633627057
662,133,70,186,119,32855,1557,175,IL,0.885153294368705
663,135,73,135,926,25872,1040,242,IL,0.839005743465563
664,137,84,270,1983,28786,1426,366,IL,0.7705516072371332
665,139,27,49,84,13815,466,85,IL,0.905614015871383
666,141,280,263,578,44519,3789,2359,IL,0.7465871355593909
667,143,616,7779,34015,122629,11756,5035,IL,0.4966204396956182
668,145,45,126,1681,17919,782,392,IL,0.7401517518998623
669,147,25,84,83,15692,702,87,IL,0.8876389714066635
670,149,45,43,73,13969,505,104,IL,0.8995106572478594
671,151,7,19,43,3513,164,17,IL,0.8736204348973519
672,153,41,13,1466,3261,250,162,IL,0.47738911002750034
673,155,17,18,26,5175,269,132,IL,0.8456663629446702
674,157,70,86,2395,25626,1289,697,IL,0.7304712338255277
675,159,44,127,77,14896,589,80,IL,0.8888913003972403
676,161,793,4089,16607,102939,12692,7552,IL,0.530707362506575
677,163,1069,3711,76564,153376,17392,5288,IL,0.44874666155307175
678,165,81,126,700,21481,1180,200,IL,0.820257705304763
679,167,561,4335,25958,151998,11605,1886,IL,0.6208610526245921
680,169,31,26,289,6211,300,45,IL,0.8135107718683754
681,171,4,11,5,4765,151,13,IL,0.9279682872390727
682,173,40,83,65,20197,510,95,IL,0.9265072298998527
683,175,12,23,18,5129,190,28,IL,0.903447256515775
684,177,129,306,4456,35911,2931,897,IL,0.6621834870114115
685,179,396,1090,1683,121078,6132,964,IL,0.8522754706716259
686,181,101,67,228,15513,1047,288,IL,0.8135008994754346
687,183,244,577,10421,57282,4020,1644,IL,0.6193981628030499
688,185,26,251,58,10581,393,52,IL,0.8691387443168392
689,187,90,330,587,13842,1051,935,IL,0.6846491387388328
690,189,50,69,97,13028,447,70,IL,0.8974734212009401
691,191,40,49,91,15458,446,95,IL,0.9136993793487371
692,193,44,65,91,13062,558,57,IL,0.8876974439922404
693,195,247,311,839,47759,4401,2134,IL,0.7434195698434934
694,197,4100,42849,80979,443562,70434,54431,IL,0.4394243251668502
695,199,272,776,2870,58897,3784,554,IL,0.7744485115950257
696,201,1716,8039,39159,191124,26253,19059,IL,0.4812039051700853
697,203,63,217,278,36102,1595,212,IL,0.8826537878664149
698,1,109,137,183,33670,1177,533,IN,0.8854528568532212
699,3,1825,18304,44481,277055,27213,16532,IN,0.5391799229696302
700,5,354,5390,1826,65763,5010,3865,IN,0.6506690086604083
701,7,36,13,51,7954,357,308,IN,0.8351972161993586
702,9,39,24,59,11380,512,98,IN,0.8846710616151499
703,11,183,2401,1441,61825,4093,869,IN,0.767342005004917
704,13,43,68,64,14565,627,108,IN,0.8875833897500007
705,15,60,48,155,18985,707,351,IN,0.8757064000473637
706,17,434,577,604,30122,2748,3385,IN,0.6465426794331839
707,19,683,1340,9390,97115,8605,3960,IN,0.6554693925071687
708,21,62,93,138,25043,943,187,IN,0.8967211947072431
709,23,177,73,201,26867,2614,3258,IN,0.6711840498355038
710,25,36,23,30,10030,367,40,IN,0.909232276968309
711,27,77,133,638,30340,1334,859,IN,0.8287454224901636
712,29,95,211,307,47563,2167,336,IN,0.8827402038917628
713,31,52,160,91,24961,970,238,IN,0.890575387203284
714,33,134,228,190,40666,1686,361,IN,0.8851101652101186
715,35,330,1400,8249,94312,5985,1627,IN,0.7189852475707129
716,37,153,249,202,38864,1708,2461,IN,0.7979835390907818
717,39,1491,2274,11372,151468,18453,21989,IN,0.5575964421969519
718,41,36,59,281,22089,799,134,IN,0.8925917872396057
719,43,291,991,4341,68660,4884,1317,IN,0.7347844920715629
720,45,52,43,64,15463,664,193,IN,0.8822853909571198
721,47,38,91,31,21830,706,89,IN,0.9189255950846009
722,49,88,78,148,18848,967,351,IN,0.8495834493637084
723,51,90,214,639,30378,1359,331,IN,0.8490587911675835
724,53,246,527,4689,55610,4468,1134,IN,0.705455151680623
725,55,89,108,54,29226,1145,181,IN,0.9016684164294445
726,57,811,23595,14993,278968,22564,6536,IN,0.6556365117367303
727,59,213,746,2393,71721,3980,787,IN,0.8105341984068338
728,61,134,189,190,36967,1728,446,IN,0.8711518489781009
729,63,507,5693,13521,141092,10765,3210,IN,0.6627845012180819
730,65,92,198,1071,45401,1627,525,IN,0.8632391750313309
731,67,281,1030,6516,69540,5174,1117,IN,0.7011952296650784
732,69,188,169,223,34213,1504,365,IN,0.8727299200908112
733,71,474,471,501,38701,3319,2962,IN,0.7043435110803248
734,73,109,91,144,29690,1981,903,IN,0.8179042850341527
735,75,45,68,55,19145,683,482,IN,0.8757382606872618
736,77,107,299,524,30340,1281,596,IN,0.8399630220378744
737,79,79,51,178,25880,1023,402,IN,0.8800558997019098
738,81,476,7448,3915,138621,8773,2532,IN,0.7402265152744891
739,83,88,283,714,33366,1381,450,IN,0.8477751549251387
740,85,299,1353,707,69590,4553,3738,IN,0.7579284846109727
741,87,71,80,93,38277,1230,695,IN,0.8968541190000886
742,89,3198,7553,124073,275069,50157,38650,IN,0.3825220739432853
743,91,456,754,12090,88106,7590,3421,IN,0.6313647024471519
744,93,166,208,204,42528,1664,241,IN,0.8941653654786013
745,95,450,655,10225,108594,7066,3139,IN,0.7061493882536097
746,97,5663,40062,268694,513036,74260,75488,IN,0.3646905941673869
747,99,194,280,223,40306,2766,2326,IN,0.7708206539828865
748,101,27,36,20,9365,341,23,IN,0.9122009473162723
749,103,315,131,1805,31502,1657,552,IN,0.7723091749136692
750,105,393,8376,5144,114435,9205,2165,IN,0.6803688189947892
751,107,153,244,346,34268,1799,1126,IN,0.8192411324491371
752,109,231,288,347,67398,3058,458,IN,0.8835370246428805
753,111,36,38,43,12322,885,506,IN,0.7992702106824476
754,113,213,226,233,41352,2896,2537,IN,0.7659120920663192
755,115,4,31,16,5654,212,23,IN,0.9073456790123458
756,117,60,60,207,18630,779,131,IN,0.88105646597794
757,119,52,62,84,19962,1052,109,IN,0.8790734339188253
758,121,57,30,198,15406,375,90,IN,0.91004615894999
759,123,47,103,397,17915,588,120,IN,0.8747959353330128
760,125,41,15,39,11716,380,59,IN,0.9157248746355685
761,127,589,2238,7588,143005,14731,5064,IN,0.6917877550873758
762,129,48,107,211,23775,940,141,IN,0.890062119444278
763,131,40,44,73,11603,629,125,IN,0.8623855106796928
764,133,100,355,1030,33332,1397,512,IN,0.8262408551649986
765,135,71,67,126,22601,989,648,IN,0.8532195136606133
766,137,67,188,82,27332,1085,241,IN,0.8901048693929872
767,139,25,58,96,15952,511,110,IN,0.9077902585752352
768,141,1463,6643,36123,194810,21707,12166,IN,0.5359931261521633
769,143,45,88,92,23039,925,195,IN,0.8942579475870757
770,145,136,353,569,40877,1838,1282,IN,0.8258406684066002
771,147,62,73,131,18557,699,288,IN,0.8790224140949315
772,149,76,40,87,21768,1162,238,IN,0.8701290532041693
773,151,107,187,234,31842,1367,698,IN,0.8571398292108653
774,153,60,39,878,18960,720,160,IN,0.8325918902463052
775,155,31,24,16,9298,331,37,IN,0.9130501607919377
776,157,773,13657,11252,135611,16555,8403,IN,0.5491222453306281
777,159,23,50,46,14509,542,189,IN,0.8937969951625161
778,161,32,33,21,6789,179,33,IN,0.9183809346191779
779,163,1122,2438,17668,145199,10878,2831,IN,0.66345558460812
780,165,42,46,37,14753,490,71,IN,0.914158883930512
781,167,388,2013,7177,89410,5635,1530,IN,0.7173965822287499
782,169,158,161,160,28937,1182,378,IN,0.8743673433624699
783,171,9,26,8,8064,253,80,IN,0.9138851047820129
784,173,125,1644,1057,57756,2785,531,IN,0.81990367776833
785,175,85,96,117,26791,947,146,IN,0.9049146322397126
786,177,220,717,3076,57392,3805,1343,IN,0.7495871236983032
787,179,76,130,225,26322,1113,314,IN,0.8742570321279456
788,181,115,98,126,21657,1428,1264,IN,0.7755591368089702
