,STATE,CountyNo,year,Unemployment
63546,VA,45,2020,5.1
63547,VA,45,2021,3.3
63563,VA,47,2015,4.3
63564,VA,47,2016,3.8
63565,VA,47,2017,3.6
63566,VA,47,2018,2.8
63567,VA,47,2019,2.6
63568,VA,47,2020,4.9
63569,VA,47,2021,3.2
63585,VA,49,2015,5.1
63586,VA,49,2016,4.5
63587,VA,49,2017,4.1
63588,VA,49,2018,3.2
63589,VA,49,2019,3.0
63590,VA,49,2020,6.0
63591,VA,49,2021,4.3
63607,VA,51,2015,10.0
63608,VA,51,2016,9.8
63609,VA,51,2017,6.7
63610,VA,51,2018,5.1
63611,VA,51,2019,4.9
63612,VA,51,2020,7.9
63613,VA,51,2021,5.3
63629,VA,53,2015,5.3
63630,VA,53,2016,4.8
63631,VA,53,2017,4.4
63632,VA,53,2018,3.5
63633,VA,53,2019,3.3
63634,VA,53,2020,6.3
63635,VA,53,2021,4.5
63651,VA,57,2015,5.3
63652,VA,57,2016,4.7
63653,VA,57,2017,4.8
63654,VA,57,2018,3.8
63655,VA,57,2019,3.5
63656,VA,57,2020,6.9
63657,VA,57,2021,4.8
63673,VA,59,2015,3.5
63674,VA,59,2016,3.2
63675,VA,59,2017,3.0
63676,VA,59,2018,2.4
63677,VA,59,2019,2.3
63678,VA,59,2020,5.8
63679,VA,59,2021,3.5
63695,VA,61,2015,3.9
63696,VA,61,2016,3.4
63697,VA,61,2017,3.2
63698,VA,61,2018,2.6
63699,VA,61,2019,2.4
63700,VA,61,2020,4.7
63701,VA,61,2021,3.0
63717,VA,63,2015,3.9
63718,VA,63,2016,4.0
63719,VA,63,2017,3.6
63720,VA,63,2018,2.7
63721,VA,63,2019,2.5
63722,VA,63,2020,5.0
63723,VA,63,2021,3.1
63739,VA,65,2015,3.7
63740,VA,65,2016,3.3
63741,VA,65,2017,3.0
63742,VA,65,2018,2.5
63743,VA,65,2019,2.3
63744,VA,65,2020,5.2
63745,VA,65,2021,3.3
63761,VA,67,2015,4.6
63762,VA,67,2016,4.2
63763,VA,67,2017,3.9
63764,VA,67,2018,3.0
63765,VA,67,2019,2.9
63766,VA,67,2020,5.4
63767,VA,67,2021,3.5
63783,VA,69,2015,3.9
63784,VA,69,2016,3.4
63785,VA,69,2017,3.2
63786,VA,69,2018,2.6
63787,VA,69,2019,2.4
63788,VA,69,2020,4.6
63789,VA,69,2021,2.9
63805,VA,71,2015,5.1
63806,VA,71,2016,5.3
63807,VA,71,2017,4.6
63808,VA,71,2018,3.3
63809,VA,71,2019,3.2
63810,VA,71,2020,6.2
63811,VA,71,2021,3.5
63827,VA,73,2015,4.0
63828,VA,73,2016,3.6
63829,VA,73,2017,3.3
63830,VA,73,2018,2.7
63831,VA,73,2019,2.5
63832,VA,73,2020,5.4
63833,VA,73,2021,3.4
63849,VA,75,2015,4.1
63850,VA,75,2016,3.7
63851,VA,75,2017,3.5
63852,VA,75,2018,2.9
63853,VA,75,2019,2.7
63854,VA,75,2020,4.8
63855,VA,75,2021,3.1
63871,VA,77,2015,5.8
63872,VA,77,2016,5.0
63873,VA,77,2017,3.9
63874,VA,77,2018,3.0
63875,VA,77,2019,2.8
63876,VA,77,2020,5.7
63877,VA,77,2021,3.3
63893,VA,79,2015,3.7
63894,VA,79,2016,3.2
63895,VA,79,2017,3.0
63896,VA,79,2018,2.5
63897,VA,79,2019,2.3
63898,VA,79,2020,5.2
63899,VA,79,2021,3.0
63915,VA,81,2015,5.3
63916,VA,81,2016,5.0
63917,VA,81,2017,4.3
63918,VA,81,2018,3.6
63919,VA,81,2019,3.4
63920,VA,81,2020,6.6
63921,VA,81,2021,4.9
63937,VA,83,2015,6.3
63938,VA,83,2016,5.7
63939,VA,83,2017,4.8
63940,VA,83,2018,4.0
63941,VA,83,2019,3.9
63942,VA,83,2020,7.0
63943,VA,83,2021,4.8
63959,VA,85,2015,3.8
63960,VA,85,2016,3.4
63961,VA,85,2017,3.3
63962,VA,85,2018,2.6
63963,VA,85,2019,2.4
63964,VA,85,2020,4.8
63965,VA,85,2021,3.0
63981,VA,87,2015,4.2
63982,VA,87,2016,3.8
63983,VA,87,2017,3.6
63984,VA,87,2018,3.0
63985,VA,87,2019,2.8
63986,VA,87,2020,6.4
63987,VA,87,2021,4.0
64003,VA,89,2015,6.3
64004,VA,89,2016,5.5
64005,VA,89,2017,4.6
64006,VA,89,2018,3.7
64007,VA,89,2019,3.3
64008,VA,89,2020,7.6
64009,VA,89,2021,4.7
64025,VA,91,2015,3.5
64026,VA,91,2016,3.1
64027,VA,91,2017,3.2
64028,VA,91,2018,2.8
64029,VA,91,2019,2.7
64030,VA,91,2020,3.7
64031,VA,91,2021,2.9
64047,VA,93,2015,4.5
64048,VA,93,2016,4.2
64049,VA,93,2017,3.8
64050,VA,93,2018,2.9
64051,VA,93,2019,2.8
64052,VA,93,2020,5.0
64053,VA,93,2021,3.5
64069,VA,95,2015,4.3
64070,VA,95,2016,3.8
64071,VA,95,2017,3.5
64072,VA,95,2018,2.9
64073,VA,95,2019,2.6
64074,VA,95,2020,6.9
64075,VA,95,2021,4.0
64091,VA,97,2015,4.7
64092,VA,97,2016,4.1
64093,VA,97,2017,3.4
64094,VA,97,2018,3.0
64095,VA,97,2019,2.8
64096,VA,97,2020,5.1
64097,VA,97,2021,3.1
64113,VA,99,2015,4.7
64114,VA,99,2016,4.2
64115,VA,99,2017,3.7
64116,VA,99,2018,2.9
64117,VA,99,2019,2.6
64118,VA,99,2020,4.5
64119,VA,99,2021,2.9
64135,VA,101,2015,4.2
64136,VA,101,2016,3.7
64137,VA,101,2017,3.4
64138,VA,101,2018,2.9
64139,VA,101,2019,2.7
64140,VA,101,2020,5.3
64141,VA,101,2021,3.3
64157,VA,103,2015,6.5
64158,VA,103,2016,5.5
64159,VA,103,2017,5.2
64160,VA,103,2018,4.3
64161,VA,103,2019,4.3
64162,VA,103,2020,7.3
64163,VA,103,2021,5.3
64179,VA,105,2015,7.1
64180,VA,105,2016,6.7
64181,VA,105,2017,5.1
64182,VA,105,2018,4.1
64183,VA,105,2019,4.0
64184,VA,105,2020,6.4
64185,VA,105,2021,4.0
64201,VA,107,2015,3.5
64202,VA,107,2016,3.1
64203,VA,107,2017,3.0
64204,VA,107,2018,2.5
64205,VA,107,2019,2.3
64206,VA,107,2020,5.3
64207,VA,107,2021,3.1
64223,VA,109,2015,4.2
64224,VA,109,2016,3.8
64225,VA,109,2017,3.4
64226,VA,109,2018,2.8
64227,VA,109,2019,2.6
64228,VA,109,2020,5.2
64229,VA,109,2021,3.4
64245,VA,111,2015,5.0
64246,VA,111,2016,4.5
64247,VA,111,2017,4.1
64248,VA,111,2018,3.2
64249,VA,111,2019,3.1
64250,VA,111,2020,5.2
64251,VA,111,2021,3.8
64267,VA,113,2015,3.4
64268,VA,113,2016,3.1
64269,VA,113,2017,2.9
64270,VA,113,2018,2.4
64271,VA,113,2019,2.2
64272,VA,113,2020,3.8
64273,VA,113,2021,2.5
64289,VA,115,2015,4.2
64290,VA,115,2016,4.0
64291,VA,115,2017,3.7
64292,VA,115,2018,3.0
64293,VA,115,2019,2.8
64294,VA,115,2020,4.9
64295,VA,115,2021,3.2
64311,VA,117,2015,6.0
64312,VA,117,2016,5.5
64313,VA,117,2017,4.8
64314,VA,117,2018,4.0
64315,VA,117,2019,4.0
64316,VA,117,2020,6.8
64317,VA,117,2021,4.7
64333,VA,119,2015,4.2
64334,VA,119,2016,3.8
64335,VA,119,2017,3.2
64336,VA,119,2018,2.7
64337,VA,119,2019,2.5
64338,VA,119,2020,5.1
64339,VA,119,2021,3.4
64355,VA,121,2015,4.3
64356,VA,121,2016,4.1
64357,VA,121,2017,3.7
64358,VA,121,2018,2.9
64359,VA,121,2019,2.8
64360,VA,121,2020,4.7
64361,VA,121,2021,3.0
64377,VA,125,2015,4.0
64378,VA,125,2016,3.5
64379,VA,125,2017,3.5
64380,VA,125,2018,3.1
64381,VA,125,2019,2.7
64382,VA,125,2020,5.6
64383,VA,125,2021,3.5
64399,VA,127,2015,3.8
64400,VA,127,2016,3.3
64401,VA,127,2017,3.2
64402,VA,127,2018,2.7
64403,VA,127,2019,2.3
64404,VA,127,2020,4.5
64405,VA,127,2021,3.0
64421,VA,131,2015,6.0
64422,VA,131,2016,5.7
64423,VA,131,2017,5.6
64424,VA,131,2018,5.4
64425,VA,131,2019,4.4
64426,VA,131,2020,7.8
64427,VA,131,2021,5.4
64443,VA,133,2015,6.0
64444,VA,133,2016,5.4
64445,VA,133,2017,5.2
64446,VA,133,2018,4.4
64447,VA,133,2019,4.3
64448,VA,133,2020,6.3
64449,VA,133,2021,4.9
64465,VA,135,2015,4.5
64466,VA,135,2016,3.9
64467,VA,135,2017,3.8
64468,VA,135,2018,3.0
64469,VA,135,2019,2.7
64470,VA,135,2020,5.0
64471,VA,135,2021,3.7
64487,VA,137,2015,4.5
64488,VA,137,2016,4.0
64489,VA,137,2017,3.7
64490,VA,137,2018,3.0
64491,VA,137,2019,3.0
64492,VA,137,2020,5.6
64493,VA,137,2021,3.6
64509,VA,139,2015,6.8
64510,VA,139,2016,5.5
64511,VA,139,2017,5.1
64512,VA,139,2018,4.1
64513,VA,139,2019,3.8
64514,VA,139,2020,7.3
64515,VA,139,2021,4.6
64531,VA,141,2015,5.3
64532,VA,141,2016,4.8
64533,VA,141,2017,4.2
64534,VA,141,2018,3.8
64535,VA,141,2019,3.4
64536,VA,141,2020,6.8
64537,VA,141,2021,4.5
64553,VA,143,2015,5.2
64554,VA,143,2016,4.7
64555,VA,143,2017,4.2
64556,VA,143,2018,3.5
64557,VA,143,2019,3.3
64558,VA,143,2020,6.4
64559,VA,143,2021,4.0
64575,VA,145,2015,3.9
64576,VA,145,2016,3.5
64577,VA,145,2017,3.3
64578,VA,145,2018,2.6
64579,VA,145,2019,2.5
64580,VA,145,2020,4.8
64581,VA,145,2021,2.9
64597,VA,147,2015,6.2
64598,VA,147,2016,5.3
64599,VA,147,2017,4.8
64600,VA,147,2018,3.8
64601,VA,147,2019,3.7
64602,VA,147,2020,6.4
64603,VA,147,2021,4.8
64619,VA,149,2015,5.3
64620,VA,149,2016,4.8
64621,VA,149,2017,4.4
64622,VA,149,2018,3.6
64623,VA,149,2019,3.3
64624,VA,149,2020,6.4
64625,VA,149,2021,4.5
64641,VA,153,2015,4.1
64642,VA,153,2016,3.6
64643,VA,153,2017,3.4
64644,VA,153,2018,2.7
64645,VA,153,2019,2.5
64646,VA,153,2020,6.5
64647,VA,153,2021,4.0
64663,VA,155,2015,5.0
64664,VA,155,2016,5.9
64665,VA,155,2017,5.3
64666,VA,155,2018,3.4
64667,VA,155,2019,3.4
64668,VA,155,2020,7.8
64669,VA,155,2021,4.0
64685,VA,157,2015,4.1
64686,VA,157,2016,3.5
64687,VA,157,2017,3.5
64688,VA,157,2018,2.7
64689,VA,157,2019,2.5
64690,VA,157,2020,4.6
64691,VA,157,2021,2.9
64707,VA,159,2015,4.5
64708,VA,159,2016,3.6
64709,VA,159,2017,3.6
64710,VA,159,2018,3.1
64711,VA,159,2019,2.9
64712,VA,159,2020,4.9
64713,VA,159,2021,3.5
64729,VA,161,2015,3.9
64730,VA,161,2016,3.5
64731,VA,161,2017,3.4
64732,VA,161,2018,2.7
64733,VA,161,2019,2.5
64734,VA,161,2020,5.1
64735,VA,161,2021,3.1
64751,VA,163,2015,4.6
64752,VA,163,2016,4.3
64753,VA,163,2017,4.1
64754,VA,163,2018,3.0
64755,VA,163,2019,2.7
64756,VA,163,2020,5.5
64757,VA,163,2021,3.7
64773,VA,165,2015,4.1
64774,VA,165,2016,3.5
64775,VA,165,2017,3.2
64776,VA,165,2018,2.6
64777,VA,165,2019,2.3
64778,VA,165,2020,4.7
64779,VA,165,2021,2.9
64795,VA,167,2015,6.5
64796,VA,167,2016,6.4
64797,VA,167,2017,5.2
64798,VA,167,2018,4.2
64799,VA,167,2019,4.1
64800,VA,167,2020,6.6
64801,VA,167,2021,4.3
64817,VA,169,2015,5.1
64818,VA,169,2016,4.8
64819,VA,169,2017,4.0
64820,VA,169,2018,3.2
64821,VA,169,2019,3.1
64822,VA,169,2020,5.3
64823,VA,169,2021,3.6
64839,VA,171,2015,4.2
64840,VA,171,2016,3.7
64841,VA,171,2017,3.3
64842,VA,171,2018,2.8
64843,VA,171,2019,2.5
64844,VA,171,2020,5.3
64845,VA,171,2021,3.6
64861,VA,173,2015,6.4
64862,VA,173,2016,5.7
64863,VA,173,2017,4.9
64864,VA,173,2018,3.9
64865,VA,173,2019,3.7
64866,VA,173,2020,6.4
64867,VA,173,2021,4.0
64883,VA,175,2015,4.0
64884,VA,175,2016,3.9
64885,VA,175,2017,3.6
64886,VA,175,2018,2.8
64887,VA,175,2019,2.6
64888,VA,175,2020,4.9
64889,VA,175,2021,3.5
64905,VA,177,2015,4.6
64906,VA,177,2016,4.0
64907,VA,177,2017,3.7
64908,VA,177,2018,3.0
64909,VA,177,2019,2.9
64910,VA,177,2020,5.9
64911,VA,177,2021,3.8
64927,VA,179,2015,4.4
64928,VA,179,2016,3.9
64929,VA,179,2017,3.6
64930,VA,179,2018,2.9
64931,VA,179,2019,2.7
64932,VA,179,2020,5.6
64933,VA,179,2021,3.6
64949,VA,181,2015,5.0
64950,VA,181,2016,5.2
64951,VA,181,2017,4.3
64952,VA,181,2018,3.4
64953,VA,181,2019,3.4
64954,VA,181,2020,5.7
64955,VA,181,2021,3.8
64971,VA,183,2015,6.8
64972,VA,183,2016,6.2
64973,VA,183,2017,5.9
64974,VA,183,2018,4.9
64975,VA,183,2019,4.5
64976,VA,183,2020,8.6
64977,VA,183,2021,6.5
64993,VA,185,2015,7.3
64994,VA,185,2016,7.4
64995,VA,185,2017,5.6
64996,VA,185,2018,4.4
64997,VA,185,2019,4.3
64998,VA,185,2020,7.6
64999,VA,185,2021,5.2
65015,VA,187,2015,4.7
65016,VA,187,2016,4.0
65017,VA,187,2017,3.7
65018,VA,187,2018,3.0
65019,VA,187,2019,2.8
65020,VA,187,2020,5.8
65021,VA,187,2021,3.5
65037,VA,191,2015,4.7
65038,VA,191,2016,4.4
65039,VA,191,2017,4.1
65040,VA,191,2018,3.3
65041,VA,191,2019,3.3
65042,VA,191,2020,5.8
65043,VA,191,2021,3.6
65059,VA,193,2015,5.3
65060,VA,193,2016,4.5
65061,VA,193,2017,4.4
65062,VA,193,2018,3.6
65063,VA,193,2019,3.5
65064,VA,193,2020,5.8
65065,VA,193,2021,4.4
65081,VA,195,2015,8.2
65082,VA,195,2016,8.3
65083,VA,195,2017,6.3
65084,VA,195,2018,4.9
65085,VA,195,2019,4.6
65086,VA,195,2020,7.5
65087,VA,195,2021,5.2
65103,VA,197,2015,5.4
65104,VA,197,2016,5.6
65105,VA,197,2017,5.0
65106,VA,197,2018,3.7
65107,VA,197,2019,3.5
65108,VA,197,2020,7.7
65109,VA,197,2021,4.0
65125,VA,199,2015,4.2
65126,VA,199,2016,3.8
65127,VA,199,2017,3.5
65128,VA,199,2018,2.8
65129,VA,199,2019,2.6
65130,VA,199,2020,5.5
65131,VA,199,2021,3.3
65147,VA,510,2015,3.2
65148,VA,510,2016,2.9
65149,VA,510,2017,2.8
65150,VA,510,2018,2.2
65151,VA,510,2019,2.1
65152,VA,510,2020,6.0
65153,VA,510,2021,3.8
65169,VA,520,2015,5.3
65170,VA,520,2016,5.0
65171,VA,520,2017,4.5
65172,VA,520,2018,3.7
65173,VA,520,2019,3.7
65174,VA,520,2020,7.5
65175,VA,520,2021,4.7
65191,VA,530,2015,5.0
65192,VA,530,2016,5.0
65193,VA,530,2017,4.2
65194,VA,530,2018,3.1
65195,VA,530,2019,2.7
65196,VA,530,2020,5.6
65197,VA,530,2021,3.9
65213,VA,540,2015,3.6
65214,VA,540,2016,3.3
65215,VA,540,2017,3.1
65216,VA,540,2018,2.5
65217,VA,540,2019,2.3
65218,VA,540,2020,6.5
65219,VA,540,2021,3.7
65235,VA,550,2015,4.5
65236,VA,550,2016,4.2
65237,VA,550,2017,3.7
65238,VA,550,2018,3.0
65239,VA,550,2019,2.8
65240,VA,550,2020,6.1
65241,VA,550,2021,3.8
65257,VA,570,2015,4.7
65258,VA,570,2016,4.4
65259,VA,570,2017,4.0
65260,VA,570,2018,3.3
65261,VA,570,2019,3.2
65262,VA,570,2020,7.1
65263,VA,570,2021,4.8
65279,VA,580,2015,5.9
65280,VA,580,2016,5.8
65281,VA,580,2017,6.0
65282,VA,580,2018,4.6
65283,VA,580,2019,4.1
65284,VA,580,2020,9.6
65285,VA,580,2021,5.8
65301,VA,590,2015,7.1
65302,VA,590,2016,6.0
65303,VA,590,2017,5.6
65304,VA,590,2018,5.0
65305,VA,590,2019,4.9
65306,VA,590,2020,9.7
65307,VA,590,2021,6.5
65323,VA,595,2015,6.8
65324,VA,595,2016,6.3
65325,VA,595,2017,5.2
65326,VA,595,2018,4.7
65327,VA,595,2019,4.9
65328,VA,595,2020,11.0
65329,VA,595,2021,7.8
65345,VA,600,2015,3.5
65346,VA,600,2016,3.0
65347,VA,600,2017,2.8
65348,VA,600,2018,2.3
65349,VA,600,2019,2.1
65350,VA,600,2020,5.8
65351,VA,600,2021,3.4
65367,VA,610,2015,3.0
65368,VA,610,2016,2.7
65369,VA,610,2017,2.6
65370,VA,610,2018,2.1
65371,VA,610,2019,2.1
65372,VA,610,2020,3.8
65373,VA,610,2021,2.6
65389,VA,620,2015,6.6
65390,VA,620,2016,6.0
65391,VA,620,2017,5.2
65392,VA,620,2018,4.3
65393,VA,620,2019,3.9
65394,VA,620,2020,8.3
65395,VA,620,2021,6.9
65411,VA,630,2015,5.3
65412,VA,630,2016,4.7
65413,VA,630,2017,4.3
65414,VA,630,2018,3.4
65415,VA,630,2019,3.3
65416,VA,630,2020,7.1
65417,VA,630,2021,4.7
65433,VA,640,2015,5.4
65434,VA,640,2016,4.9
65435,VA,640,2017,4.1
65436,VA,640,2018,3.4
65437,VA,640,2019,3.2
65438,VA,640,2020,7.7
65439,VA,640,2021,4.1
65455,VA,650,2015,5.9
65456,VA,650,2016,5.6
65457,VA,650,2017,5.0
65458,VA,650,2018,4.0
65459,VA,650,2019,3.7
65460,VA,650,2020,8.5
65461,VA,650,2021,5.7
65477,VA,660,2015,5.2
65478,VA,660,2016,4.7
65479,VA,660,2017,4.4
65480,VA,660,2018,3.5
65481,VA,660,2019,3.2
65482,VA,660,2020,6.4
65483,VA,660,2021,4.0
65499,VA,670,2015,7.5
65500,VA,670,2016,6.4
65501,VA,670,2017,6.1
65502,VA,670,2018,4.8
65503,VA,670,2019,4.3
65504,VA,670,2020,10.8
65505,VA,670,2021,7.5
65521,VA,678,2015,6.7
65522,VA,678,2016,6.0
65523,VA,678,2017,6.0
65524,VA,678,2018,4.7
65525,VA,678,2019,4.6
65526,VA,678,2020,6.9
65527,VA,678,2021,4.9
65543,VA,680,2015,5.5
65544,VA,680,2016,5.1
65545,VA,680,2017,4.9
65546,VA,680,2018,4.0
65547,VA,680,2019,3.7
65548,VA,680,2020,7.2
65549,VA,680,2021,5.1
65565,VA,683,2015,4.1
65566,VA,683,2016,3.6
65567,VA,683,2017,3.3
65568,VA,683,2018,2.7
65569,VA,683,2019,2.5
65570,VA,683,2020,6.5
65571,VA,683,2021,3.9
65587,VA,685,2015,4.1
65588,VA,685,2016,3.6
65589,VA,685,2017,3.3
65590,VA,685,2018,2.7
65591,VA,685,2019,2.5
65592,VA,685,2020,6.6
65593,VA,685,2021,3.8
65609,VA,690,2015,8.7
65610,VA,690,2016,7.0
65611,VA,690,2017,6.2
65612,VA,690,2018,4.5
65613,VA,690,2019,4.0
65614,VA,690,2020,10.9
65615,VA,690,2021,7.5
65631,VA,700,2015,5.4
65632,VA,700,2016,5.0
65633,VA,700,2017,4.6
65634,VA,700,2018,3.6
65635,VA,700,2019,3.4
65636,VA,700,2020,8.6
65637,VA,700,2021,5.6
65653,VA,710,2015,5.5
65654,VA,710,2016,5.2
65655,VA,710,2017,4.6
65656,VA,710,2018,3.6
65657,VA,710,2019,3.4
65658,VA,710,2020,8.7
65659,VA,710,2021,5.7
65675,VA,720,2015,6.8
65676,VA,720,2016,6.7
65677,VA,720,2017,5.2
65678,VA,720,2018,3.9
65679,VA,720,2019,3.6
65680,VA,720,2020,7.3
65681,VA,720,2021,4.9
65697,VA,730,2015,9.1
65698,VA,730,2016,7.7
65699,VA,730,2017,7.2
65700,VA,730,2018,6.1
65701,VA,730,2019,5.6
65702,VA,730,2020,14.2
65703,VA,730,2021,10.5
65719,VA,735,2015,3.8
65720,VA,735,2016,3.4
65721,VA,735,2017,3.4
65722,VA,735,2018,2.6
65723,VA,735,2019,2.4
65724,VA,735,2020,4.2
65725,VA,735,2021,2.8
65741,VA,740,2015,6.1
65742,VA,740,2016,6.0
65743,VA,740,2017,5.3
65744,VA,740,2018,4.0
65745,VA,740,2019,3.9
65746,VA,740,2020,9.4
65747,VA,740,2021,6.7
65763,VA,750,2015,5.6
65764,VA,750,2016,5.3
65765,VA,750,2017,4.9
65766,VA,750,2018,3.7
65767,VA,750,2019,3.5
65768,VA,750,2020,6.3
65769,VA,750,2021,4.1
65785,VA,760,2015,5.1
65786,VA,760,2016,4.6
65787,VA,760,2017,4.3
65788,VA,760,2018,3.5
65789,VA,760,2019,3.3
65790,VA,760,2020,8.8
65791,VA,760,2021,5.5
65807,VA,770,2015,4.8
65808,VA,770,2016,4.2
65809,VA,770,2017,4.1
65810,VA,770,2018,3.2
65811,VA,770,2019,3.0
65812,VA,770,2020,7.7
65813,VA,770,2021,4.8
65829,VA,775,2015,4.4
65830,VA,775,2016,3.9
65831,VA,775,2017,3.7
65832,VA,775,2018,2.9
65833,VA,775,2019,2.8
65834,VA,775,2020,5.8
65835,VA,775,2021,3.6
65851,VA,790,2015,4.3
65852,VA,790,2016,3.8
65853,VA,790,2017,3.5
65854,VA,790,2018,2.8
65855,VA,790,2019,2.7
65856,VA,790,2020,6.3
65857,VA,790,2021,3.8
65873,VA,800,2015,4.9
65874,VA,800,2016,4.6
65875,VA,800,2017,4.0
65876,VA,800,2018,3.2
65877,VA,800,2019,3.0
65878,VA,800,2020,6.4
65879,VA,800,2021,4.4
65895,VA,810,2015,4.2
65896,VA,810,2016,3.9
65897,VA,810,2017,3.5
65898,VA,810,2018,2.8
65899,VA,810,2019,2.7
65900,VA,810,2020,6.2
65901,VA,810,2021,3.7
65917,VA,820,2015,4.7
65918,VA,820,2016,4.1
65919,VA,820,2017,4.0
65920,VA,820,2018,3.2
65921,VA,820,2019,2.9
65922,VA,820,2020,6.6
65923,VA,820,2021,4.1
65939,VA,830,2015,6.3
65940,VA,830,2016,5.4
65941,VA,830,2017,5.1
65942,VA,830,2018,4.0
65943,VA,830,2019,3.8
65944,VA,830,2020,8.1
65945,VA,830,2021,4.9
65961,VA,840,2015,4.3
65962,VA,840,2016,3.9
65963,VA,840,2017,3.6
65964,VA,840,2018,2.9
65965,VA,840,2019,2.8
65966,VA,840,2020,5.9
65967,VA,840,2021,3.5
66005,WA,1,2015,6.7
66006,WA,1,2016,6.3
66007,WA,1,2017,5.6
66008,WA,1,2018,5.4
66009,WA,1,2019,5.7
66010,WA,1,2020,7.2
66011,WA,1,2021,5.5
66027,WA,3,2015,4.6
66028,WA,3,2016,4.9
66029,WA,3,2017,4.1
66030,WA,3,2018,4.3
66031,WA,3,2019,4.2
66032,WA,3,2020,5.1
66033,WA,3,2021,3.7
66049,WA,5,2015,6.5
66050,WA,5,2016,6.2
66051,WA,5,2017,5.4
66052,WA,5,2018,5.2
66053,WA,5,2019,5.3
66054,WA,5,2020,7.9
66055,WA,5,2021,5.6
66071,WA,7,2015,5.4
66072,WA,7,2016,5.6
66073,WA,7,2017,4.8
66074,WA,7,2018,4.5
66075,WA,7,2019,5.0
66076,WA,7,2020,8.2
66077,WA,7,2021,5.3
66093,WA,9,2015,7.9
66094,WA,9,2016,7.5
66095,WA,9,2017,6.7
66096,WA,9,2018,6.3
66097,WA,9,2019,6.7
66098,WA,9,2020,10.2
66099,WA,9,2021,6.5
66115,WA,11,2015,6.2
66116,WA,11,2016,6.0
66117,WA,11,2017,5.0
66118,WA,11,2018,4.8
66119,WA,11,2019,4.8
66120,WA,11,2020,8.4
66121,WA,11,2021,5.5
66137,WA,13,2015,6.3
66138,WA,13,2016,6.4
66139,WA,13,2017,5.5
66140,WA,13,2018,5.5
66141,WA,13,2019,5.5
66142,WA,13,2020,7.0
66143,WA,13,2021,5.2
66159,WA,15,2015,7.5
66160,WA,15,2016,7.1
66161,WA,15,2017,6.0
66162,WA,15,2018,5.9
66163,WA,15,2019,6.1
66164,WA,15,2020,9.1
66165,WA,15,2021,6.4
66181,WA,17,2015,6.2
66182,WA,17,2016,6.8
66183,WA,17,2017,5.6
66184,WA,17,2018,5.3
66185,WA,17,2019,5.7
66186,WA,17,2020,8.3
66187,WA,17,2021,5.5
66203,WA,19,2015,9.9
66204,WA,19,2016,10.1
66205,WA,19,2017,10.9
66206,WA,19,2018,11.5
66207,WA,19,2019,11.4
66208,WA,19,2020,11.6
66209,WA,19,2021,8.9
66225,WA,21,2015,7.4
66226,WA,21,2016,7.3
66227,WA,21,2017,6.2
66228,WA,21,2018,6.1
66229,WA,21,2019,6.5
66230,WA,21,2020,8.7
66231,WA,21,2021,6.6
66247,WA,23,2015,6.0
66248,WA,23,2016,5.8
66249,WA,23,2017,5.3
66250,WA,23,2018,5.7
66251,WA,23,2019,5.7
66252,WA,23,2020,8.5
66253,WA,23,2021,5.8
66269,WA,25,2015,7.1
66270,WA,25,2016,7.0
66271,WA,25,2017,6.2
66272,WA,25,2018,6.2
66273,WA,25,2019,6.9
66274,WA,25,2020,8.8
66275,WA,25,2021,6.6
66291,WA,27,2015,8.8
66292,WA,27,2016,8.2
66293,WA,27,2017,7.0
66294,WA,27,2018,6.7
66295,WA,27,2019,7.2
66296,WA,27,2020,11.7
66297,WA,27,2021,7.8
66313,WA,29,2015,5.9
66314,WA,29,2016,5.8
66315,WA,29,2017,5.1
66316,WA,29,2018,5.2
66317,WA,29,2019,5.2
66318,WA,29,2020,8.2
66319,WA,29,2021,5.6
66335,WA,31,2015,6.9
66336,WA,31,2016,7.0
66337,WA,31,2017,6.0
66338,WA,31,2018,5.7
66339,WA,31,2019,5.8
66340,WA,31,2020,9.5
66341,WA,31,2021,6.2
66357,WA,33,2015,4.1
66358,WA,33,2016,3.8
66359,WA,33,2017,3.6
66360,WA,33,2018,3.3
66361,WA,33,2019,2.7
66362,WA,33,2020,7.8
66363,WA,33,2021,4.3
66379,WA,35,2015,5.4
66380,WA,35,2016,5.5
66381,WA,35,2017,4.8
66382,WA,35,2018,4.6
66383,WA,35,2019,4.7
66384,WA,35,2020,7.7
66385,WA,35,2021,5.0
66401,WA,37,2015,6.0
66402,WA,37,2016,5.9
66403,WA,37,2017,5.2
66404,WA,37,2018,5.4
66405,WA,37,2019,5.5
66406,WA,37,2020,8.9
66407,WA,37,2021,6.3
66423,WA,39,2015,7.0
66424,WA,39,2016,6.7
66425,WA,39,2017,5.9
66426,WA,39,2018,5.6
66427,WA,39,2019,6.0
66428,WA,39,2020,8.2
66429,WA,39,2021,6.0
66445,WA,41,2015,8.2
66446,WA,41,2016,7.7
66447,WA,41,2017,6.5
66448,WA,41,2018,6.2
66449,WA,41,2019,6.3
66450,WA,41,2020,9.4
66451,WA,41,2021,6.3
66467,WA,43,2015,5.7
66468,WA,43,2016,5.5
66469,WA,43,2017,4.9
66470,WA,43,2018,4.8
66471,WA,43,2019,5.1
66472,WA,43,2020,6.7
66473,WA,43,2021,4.9
66489,WA,45,2015,7.6
66490,WA,45,2016,7.4
66491,WA,45,2017,6.5
66492,WA,45,2018,6.3
66493,WA,45,2019,6.4
66494,WA,45,2020,9.8
